"","id_sampleno","completion","matched","check_manually","id","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","inequality_A","age_text","female_text","edu_text","hhincome_text","emp_text","religious_text","leftright_text","party_text","east_text","immigration_text","inequality_text","prompt_A","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"338","1399_4"," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,1399,61,"männlich","Abitur","nicht berufstätig",NA,"Westdeutschland","nicht sehr religiös","stark links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Bündnis 90/Die Grünen","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 61 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","","Ich bin nicht berufstätig. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich stark links ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 61 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"339","1412_2"," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0,1412,18,"männlich","einen Realschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 18 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 18 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"340","1412_3"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0,1412,18,"männlich","einen Realschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 18 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 18 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"341","1412_4"," gewählt.","NA",0,1412,18,"männlich","einen Realschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 18 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 18 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"342","1412_5"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei [INSERT]","NA",0,1412,18,"männlich","einen Realschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 18 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 18 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"343","1423_1"," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1,1423,67,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 67 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 67 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"344","1423_2"," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1,1423,67,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 67 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 67 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"345","1423_3"," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0,1423,67,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 67 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 67 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"346","1423_4"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0,1423,67,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 67 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 67 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt, und meine Zweitstimme habe ich [INSERT",NA,0,0,NA,1
"347","1446_5"," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme ging an die Partei","Erststimme",1,1446,35,"weiblich","einen Hochschulabschluss","berufstätig",NA,"Ostdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","SPD","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","Ich bin 35 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mäßig mit der Partei SPD. ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. ","Ich bin 35 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt.",NA,0,0,NA,1
"348","1455_2"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,1455,64,"weiblich","einen Hochschulabschluss",NA,NA,"Ostdeutschland","überhaupt nicht religiös","stark links","mit der Partei Die Linke","ziemlich stark ","ziemlich stark mit der Partei Die Linke","Maßnahmen ergreifen",NA,"Die Linke","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 64 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich stark links ein. ","Ich identifiziere mich ziemlich stark mit der Partei Die Linke. ","Ich lebe in Ostdeutschland. ","","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 64 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"349","1455_5"," mit meiner Erststimme gewählt und [INSERT] mit meiner Zweitstimme.

Ich","Erststimme",1,1455,64,"weiblich","einen Hochschulabschluss",NA,NA,"Ostdeutschland","überhaupt nicht religiös","stark links","mit der Partei Die Linke","ziemlich stark ","ziemlich stark mit der Partei Die Linke","Maßnahmen ergreifen",NA,"Die Linke","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 64 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich stark links ein. ","Ich identifiziere mich ziemlich stark mit der Partei Die Linke. ","Ich lebe in Ostdeutschland. ","","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 64 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme ging an Die Linke","Erststimme Linke",1,1,NA,1
"350","1461_1"," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme gab ich der Partei B","NA",0,1461,55,"männlich","einen Realschulabschluss","berufstätig",NA,"Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke",NA,"NAmit der Partei Die Linke","Maßnahmen ergreifen","weder erleichtern noch einschränken","Die Linke","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 55 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. "," ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 55 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein.  Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"351","1461_4"," Partei meine Zweitstimme gegeben.","NA",0,1461,55,"männlich","einen Realschulabschluss","berufstätig",NA,"Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke",NA,"NAmit der Partei Die Linke","Maßnahmen ergreifen","weder erleichtern noch einschränken","Die Linke","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 55 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. "," ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 55 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein.  Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"352","1474_3"," meine Zweitstimme der LINKEN gegeben.","LINKEN",0,1474,34,"männlich","Abitur","berufstätig",NA,"Ostdeutschland","überhaupt nicht religiös","stark links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 34 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","","Ich bin berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich stark links ein. ","Ich identifiziere mich mäßig mit der Partei Die Linke. ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 34 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme habe ich der",NA,0,0,NA,1
"353","1485_4"," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1,1485,21,"weiblich","einen Realschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","sehr religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 21 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin nicht berufstätig. ","Ich bin sehr religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 21 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin sehr religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4,"Partei nicht mit meiner Zweitstimme unterstützt. 

Nein, ich habe be","nicht",1,1,NA,1
"354","1485_5"," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1,1485,21,"weiblich","einen Realschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","sehr religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 21 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin nicht berufstätig. ","Ich bin sehr religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 21 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin sehr religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"355","1506_2"," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,1506,34,"männlich","Abitur","berufstätig",NA,"Ostdeutschland","etwas religiös","in der Mitte","mit der Partei Die Linke","ziemlich schwach ","ziemlich schwach mit der Partei Die Linke","Maßnahmen ergreifen","einschränken","Die Linke","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 34 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","","Ich bin berufstätig. ","Ich bin etwas religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich ziemlich schwach mit der Partei Die Linke. ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 34 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"356","1541_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,1541,48,"männlich","einen Realschulabschluss","berufstätig",NA,"Ostdeutschland","überhaupt nicht religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","CDU/CSU","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 48 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","","Ich bin berufstätig. ","Ich bin überhaupt nicht religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Ostdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 48 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt. Meine Zweitstimme habe ich der Partei [INSERT] gegeben.",NA,0,0,NA,1
