id,completion,matched,check_manually,manipulated,matched_new
1097, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der SPD gege,SPD,0,0,SPD
1097, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
1097, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die [PARTY] gege,NA,0,0,NA
1098, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1098, nicht gewählt.,nicht,1,0,nicht
1098," gewählt.

Ich habe bei der Bundestagswahl 2017 für die SPD meine Zweit",SPD,0,0,SPD
1100, im Jahr 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1100, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1101, 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1103, nicht gewählt.,nicht,1,0,nicht
1103, nicht gewählt.,nicht,1,0,nicht
1104, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1104, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1107, mun 2017 gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
1108, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1108, nicht gewählt.,nicht,1,0,nicht
1109, meine Erststimme der CDU/CSU gegeben und meine Zweitstimme der FDP gegeben.,Erststimme CDU/CSU FDP,1,1,FDP
1111, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1112, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1114, bei der Bundestagswahl 2017 gewählt und habe meine Zweitstimme der Partei CDU/,CDU,0,0,CDU
1118, bei der Bundestagswahl 2017 mit meiner Zweitstimme die Partei Bündnis 90/Die Grünen,Bündnis Grünen,0,0,Bündnis Grünen
1119, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei AfD gegeben,AfD,0,0,AfD
1123, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen Partei gege,Grünen,0,0,Grünen
1123, gewählt.,NA,0,0,NA
1123, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen gegeben.,Grünen,0,0,Grünen
1123, gewählt.,NA,0,0,NA
1125, meine Stimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1127," meiner Stimme im Bundestagswahl 2017 gegeben. Ich habe meine Zweitstimme der Partei ""Die",NA,0,0,NA
1134, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Grünen gegeben,Grünen,0,0,Grünen
1136, 2017 gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben,Bündnis Grünen,0,0,Bündnis Grünen
1141, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1143, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei AfD gegeben,AfD,0,0,AfD
1144, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1150," gewählt.

Ich habe nicht gewählt.",nicht,1,0,nicht
1150, nicht an der Bundestagswahl 2017 teilgenommen.,nicht,1,0,nicht
1151, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Grünen gegeben,Grünen,0,0,Grünen
1151, nicht gewählt.,nicht,1,0,nicht
1151, Partei meine Stimme gegeben.,NA,0,0,NA
1154, nicht gewählt.,nicht,1,0,nicht
1155, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1156, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
1157," nicht gewählt, da ich nicht volljährig war.",nicht nicht,1,0,nicht nicht
1157," nicht gewählt, da in Deutschland das Wahlalter bei 18 Jahren liegt.",nicht,1,0,nicht
1158, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1159, nicht gewählt.,nicht,1,0,nicht
1159, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] gegeben,NA,0,0,NA
1160," gewählt.

Ich habe 2017 bei der Bundestagswahl gewählt und meine Z",NA,0,0,NA
1163, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1164, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gab ich der Partei Die,NA,0,0,NA
1165, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.,AfD,0,0,AfD
1165, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei AfD gege,AfD,0,0,AfD
1166, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
1166, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1169, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1170, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1170, 2017 gewählt und meine Zweitstimme an die FDP gegeben.,FDP,0,0,FDP
1170, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der [PARTY] gegeben,NA,0,0,NA
1172, nicht gewählt.,nicht,1,0,nicht
1172, nicht gewählt.,nicht,1,0,nicht
1175, mit meiner Zweitstimme gewählt.,NA,0,0,NA
1175, meine Zweitstimme der Partei AfD gegeben.,AfD,0,0,AfD
1180, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
1181, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1181, nicht gewählt.,nicht,1,0,nicht
1182," gewählt.

Ich habe 2017 die Grünen gewählt.",Grünen,0,0,Grünen
1184, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
1184, 2017 meine Stimme der SPD gegeben.,SPD,0,0,SPD
1196, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge,Grünen,0,0,Grünen
1196, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1200, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1208, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1211, 2017 gewählt und meine Zweitstimme der Partei meines Vertrauens gegeben.,NA,0,0,NA
1213," gewählt.

Ich habe 2017 für die Sozialdemokratische Partei Deutschlands (SP",Sozialdemokratische,0,0,Sozialdemokratische
1213, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei Die,NA,0,0,NA
1216," gewählt.

Meine erste Stimme gab ich der Partei, die ich unterstüt",NA,0,0,NA
1216," gewählt.

Ich habe bei der Bundestagswahl 2017 die CDU mit meiner Erststim",CDU,0,0,CDU
1216," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Kleinpartei gegeben,",NA,0,1,Andere
1216, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
1220, nicht gewählt.,nicht,1,0,nicht
1221," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA
1221," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA
1222, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1223, nicht abgestimmt.,nicht,1,0,nicht
1223, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Die Linke gegeben,Linke,0,0,Linke
1226, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1227, nicht bei der Bundestagswahl 2017 gewählt.,nicht,1,0,nicht
1228, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1229, 2017 gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben,Bündnis Grünen,0,0,Bündnis Grünen
1232," nicht gewählt, da die Altersgrenze für die Wahl 16 Jahre beträgt.",nicht,1,0,nicht
1232, nicht bei der Bundestagswahl 2017 gewählt.,nicht,1,0,nicht
1232, nicht gewählt.,nicht,1,0,nicht
1234, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
1235," gewählt.

Ich habe 2017 die SPD gewählt.",SPD,0,0,SPD
1235, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1235, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen gegeben.,Grünen,0,0,Grünen
1237, meine Stimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
1237, meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
1239, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1239, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1242, meine Zweitstimme der AfD gegeben.,AfD,0,0,AfD
1243, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
1243, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme ging an die FDP.,FDP,0,0,FDP
1250, nicht gewählt.,nicht,1,0,nicht
1251, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1251, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1251, mit meiner Erststimme gewählt und meine Zweitstimme der FDP gegeben.,Erststimme FDP,1,1,FDP
1252, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1253," Partei gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt",NA,0,0,NA
1253, 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1258, tatsächlich gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1258, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
1258, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1258, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
1260, nicht gewählt.,nicht,1,0,nicht
1260, gewählt.,NA,0,0,NA
1270," gewählt. 

Ich habe mich für die CDU/CSU entschieden.",CDU/CSU,0,0,CDU/CSU
1275, mit meiner Zweitstimme bei der Bundestagswahl 2017 gewählt.,NA,0,0,NA
1275," 2017 nicht gewählt, da ich unter 18 Jahre alt bin.",nicht,1,0,nicht
1277, 2017 gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1277," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA
1283, mit meiner Erststimme und der Grünen mit meiner Zweitstimme gewählt.,Erststimme Grünen,1,1,Grünen
1283, meine Stimme für Die Grünen gegeben.,Grünen,0,0,Grünen
1284, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Kleinpartei [INSERT],NA,0,1,Andere
1285," gewählt.

Ich habe für die CDU/CSU meine Erststimme und für die",CDU/CSU Erststimme,1,1,NA
1285, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1286, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1292, bei der Bundestagswahl 2017 meine Erststimme der SPD gegeben und meine Zweitstimme der Gr,Erststimme SPD,1,1,Grünen
1292," gewählt.

Ich habe bei der Bundestagswahl 2017 für die Partei Bündnis",Bündnis,0,0,Bündnis
1298," gewählt.

Ich habe meine Zweitstimme der Partei Bündnis 90/Die Gr",Bündnis,0,0,Bündnis
1299, 2017 gewählt und meine Zweitstimme der Partei Die Grünen gegeben.,Grünen,0,0,Grünen
1299," nicht gewählt, da ich mich in Wahlen meistens enthalte.",nicht,1,0,nicht
1299, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
1300, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Grünen gegeben,Grünen,0,0,Grünen
1300," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA
1300,2017 weder meine Erst- noch meine Zweitstimme abgegeben.,NA,0,1,nicht
1302, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
1302, 2017 nicht gewählt.,nicht,1,0,nicht
1304, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
1306, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU
1306, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1307, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1307, meine Zweitstimme der Partei CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1308, nicht gewählt.,nicht,1,0,nicht
1308, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die SPD gegeben.,SPD,0,0,SPD
1310, meiner Stimme nicht gegeben.,nicht,1,0,nicht
1314, meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1314," gewählt.

Ich habe 2017 meine Zweitstimme der Partei Bündnis 90/Die",Bündnis,0,0,Bündnis
1319, 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1319, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei CDU/CSU ge,CDU/CSU,0,0,CDU/CSU
1321, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
1322," gewählt.

Ich habe bei der Bundestagswahl 2017 die CDU/CSU gewä",CDU/CSU,0,0,CDU/CSU
1322, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1323," gewählt. 

Ich habe 2017 bei der Bundestagswahl gewählt. Meine",NA,0,0,NA
1324, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1328, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1329, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der Partei CD,NA,0,1,CDU
1331, nicht gewählt.,nicht,1,0,nicht
1331, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1331, 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1335, gewählt und meine Zweitstimme der Partei Die Linke erteilt.,Linke,0,0,Linke
1336," gewählt.

Grundsätzlich ist es schwer zu sagen, welche Partei Sie",NA,0,0,NA
1337, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge,Grünen,0,0,Grünen
1337, meine Zweitstimme der Grünen Partei gegeben.,Grünen,0,0,Grünen
1346," gewählt.

Ich habe 2017 bei der Bundestagswahl meine Stimme der Partei Bü",NA,0,1,Bündnis
1347," gewählt.

Ich habe die FDP gewählt.",FDP,0,0,FDP
1348, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP
1349, meine Zweitstimme der Union (CDU/CSU) gegeben.,Union CDU/CSU,0,0,Union CDU/CSU
1349, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1351, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1351, bei der Bundestagswahl 2017 meine Zweitstimme der Partei Bündnis 90/Die Grünen ge,Bündnis Grünen,0,0,Bündnis Grünen
1351, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
1354, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1356, meine Stimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1362, meine Stimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1365, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1365, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Grünen,Grünen,0,0,Grünen
1366, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
1371, meinen Wahlzettel noch nicht ausgefüllt.,nicht,1,0,nicht
1378, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1378, [PARTY] gewählt.,NA,0,0,NA
1378, 2017 gewählt und meine Zweitstimme an die Grünen gegeben.,Grünen,0,0,Grünen
1378," gewählt.

Ich habe bei der Bundestagswahl 2017 für die CDU meine Erst",CDU,0,0,CDU
1379, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Union (CDU/CSU,Union CDU/CSU,0,0,Union CDU/CSU
1379, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1384, mit meiner Erststimme und meiner Zweitstimme gewählt.,Erststimme,1,1,NA
1384, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1397, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1402, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1403, meine Stimme der linke Partei gegeben.,linke,0,0,linke
1403, zur Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1404, meine Erststimme Partei Bündnis 90/Die Grünen gegeben und meine Zweitstimme der,Erststimme Bündnis Grünen,1,1,NA
1405, nicht gewählt.,nicht,1,0,nicht
1406, nicht gewählt.,nicht,1,0,nicht
1407, nicht gewählt.,nicht,1,0,nicht
1409, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA
1409, bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der CDU gege,CDU,0,0,CDU
1414, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Union (CDU/CSU,Union CDU/CSU,0,0,Union CDU/CSU
1414, nicht gewählt.,nicht,1,0,nicht
1417, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1418, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1418, bei der Bundestagswahl 2017 meine Stimme abgegeben und ich habe meine Zweitstimme der,NA,0,0,NA
1419, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1419, 2017 gewählt und meine Zweitstimme der Grünen-Partei gegeben.,Grünen,0,0,Grünen
1419, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Grünen Partei gegeben,Grünen,0,0,Grünen
1419," gewählt.

Ich habe 2017 für die SPD gewählt.",SPD,0,0,SPD
1421, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1425," gewählt. 

Ich habe bei der Bundestagswahl 2017 gewählt und meine",NA,0,0,NA
1425," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl 2017 gewählt.",NA,0,0,NA
1428, bei der Bundestagswahl 2017 meine Stimme gegeben. Meine Erststimme ging an die SPD und me,Erststimme SPD,1,1,NA
1428, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1430, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1431, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU
1432, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1433, gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
1434, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei [,NA,0,0,NA
1434, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA
1436, gewählt und meiner Zweitstimme Die Linke gegeben.,Linke,0,0,Linke
1437, meine Erststimme der Partei Die Linke und meine Zweitstimme der Grünen gegeben.,Erststimme Linke Grünen,1,1,Grünen
1444, nicht gewählt.,nicht,1,0,nicht
1445, bei der Bundestagswahl 2017 gewählt und habe meine Zweitstimme der Partei Bünd,NA,0,1,Bündnis
1452, gewählt und meine Zweitstimme der PARTEI DIE LINKE gegeben.,LINKE,0,0,LINKE
1452, sowohl meine Erst- als auch meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1454, bei der Bundestagswahl 2017 meine Zweitstimme der Grünen Partei gegeben.,Grünen,0,0,Grünen
1458,2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1458, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1458, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme wurde der Kleinpartei ge,NA,0,1,Andere
1460, bei der Bundestagswahl 2017 gewählt. Ich habewahrscheinlich meiner Zweitstim,NA,0,0,NA
1460, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.,SPD,0,0,SPD
1462, meine Zweitstimme Der Partei Die Linke gegeben.,Linke,0,0,Linke
1463, meine Stimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1467, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1470, bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme gab ich der AfD.,AfD,0,0,AfD
1470," gewählt.

Ich habe weder bei der Bundestagswahl 2017 noch bei anderen z",NA,0,1,nicht
1470," gewählt.

Ich habe meine Zweitstimme der Partei Die Linke gegeben.",Linke,0,0,Linke
1475, gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1476, der Partei Die Linke meine Zweitstimme gegeben.,Linke,0,0,Linke
1478, 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
1478, 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1481, meine Zweitstimme der Partei Die Grünen gegeben.,Grünen,0,0,Grünen
1482, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1482, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis
1482, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Bündnis 90/,Bündnis,0,0,Bündnis
1483, für die CDU/CSU und meine Zweitstimme für die [INSERT] Partei gegeben.,CDU/CSU,0,0,CDU/CSU
1483, gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU
1486, bei der Bundestagswahl 2017 meine Stimme abgegeben - Ich habe meine Erststimme für Die,Erststimme,1,1,NA
1490, bei der Bundestagswahl 2017 meine Stimme abgegeben.,NA,0,0,NA
1490, bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die CDU.,CDU,0,0,CDU
1490, bei der Bundestagswahl 2017 meine Stimme abgegeben.,NA,0,0,NA
1490, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
1492, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1494, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1495, 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA
1495, nicht gewählt.,nicht,1,0,nicht
1495, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei die Linke gegeben,Linke,0,0,Linke
1495, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA
1500, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
1502, gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1504, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht
1504, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1505, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege,CDU/CSU,0,0,CDU/CSU
1510, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1512, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der LINKEN gegeben.,LINKEN,0,0,LINKEN
1512, 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1514," gewählt.

Ich habe bei der Bundestagswahl 2017 die SPD mit meiner Erststimme",SPD Erststimme,1,1,NA
1514," gewählt.

Ich habe 2017 die SPD gewählt und meine Zweitstimme der Link",SPD,0,0,SPD
1516, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD
1516, nicht gewählt.,nicht,1,0,nicht
1520, meine Zweitstimme der [Bündnis 90/Die Grünen] gegeben.,Bündnis Grünen,0,0,Bündnis Grünen
1521, 2017 meine Stimme der CDU/CSU gegeben und meine Zweitstimme der FDP gegeben.,CDU/CSU FDP,1,1,FDP
1522," gewählt.

Ich habe 2017 meine Zweitstimme der AfD gegeben.",AfD,0,0,AfD
1524," gewählt.

Ich habe 2017 meine Stimme der CDU/CSU gegeben.",CDU/CSU,0,0,CDU/CSU
1527, mit meiner Zweitstimme gewählt.,NA,0,0,NA
1527, nicht gewählt.,nicht,1,0,nicht
1528, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1529," bei der Bundestagswahl 2017 meine Stimme der Partei Die Linke gewidmet, da ich mit ih",Linke,0,0,Linke
1530, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke
1531, 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1531," gewählt.

Ich habe meine Zweitstimme der Partei Die Linke gegeben.",Linke,0,0,Linke
1532, 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1536, gewählt und meine Zweitstimme der Piratenpartei gegeben.,NA,0,1,Andere
1537, 2017 bei der Bundestagswahl gewählt. Meine Zweitstimme habe ich der Partei CD,NA,0,1,CDU
1545, gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
1545, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke
