id_sampleno,id,sample_no,completion,matched,check_manually,manipulated,matched_new,age,female,edu,emp,hhincome,east,religious,leftright,partyid,partyid_degree,party,inequality,immigration,vote,imputed,prompt,completion_1,matched_1,check_manually_1,manipulated_1,matched_new_1,resampled_1,completion_2,matched_2,check_manually_2,manipulated_2,matched_new_2,resampled_2
998_3,998,3, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,32,weiblich,einen Hochschulabschluss,berufstätig,hohes,Westdeutschland,nicht sehr religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,SPD,0,"Ich bin 32 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", tatsächlich 2017 bei der Bundestagswahl meine Stimme abgegeben und meine Zweitstimme,NA,0,0,NA,1, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA,1
999_2,999,2," gewählt.

Die Partei, der ich meine Zweitstimme gegeben habe, war die",NA,0,0,NA,55,männlich,einen Hauptschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,Nicht gewählt,0,"Ich bin 55 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt.,NA,0,0,NA,1, gewählt. Meine Zweitstimme habe ich der Partei [INSERT] gegeben.,NA,0,0,NA,1
999_4,999,4, im Jahre 2017 nicht gewählt.,nicht,1,0,nicht,55,männlich,einen Hauptschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,Nicht gewählt,0,"Ich bin 55 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, gewählt. Meine Zweitstimme ging an die Partei [INSERT].,NA,0,0,NA,1
1001_3,1001,3, gewählt.,NA,0,0,NA,28,männlich,einen Hochschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 28 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", wahrscheinlich mehreren Parteien meine Zweitstimme gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der Partei [,NA,0,0,NA,1
1003_1,1003,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Union (CDU/CS,Union CDU,0,0,Union CDU,53,männlich,einen Hochschulabschluss,berufstätig,hohes,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,keine Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 53 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
1009_3,1009,3, 2017 gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben,Bündnis Grünen,0,0,Bündnis Grünen,21,männlich,Abitur,in Ausbildung,mittleres,Westdeutschland,nicht sehr religiös,mittig links,mit der Partei Bündnis 90/Die Grünen,ziemlich stark ,ziemlich stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,1,"Ich bin 21 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meiner Stimme bei der Bundestagswahl 2017 gegeben. Meine Erststimme habe ich an Bü,Erststimme,1,1,NA,1, 2017 bei der Bundestagswahl meine Erststimme der Partei Bündnis 90/Die Grünen und me,Erststimme Bündnis Grünen,1,1,NA,1
1018_4,1018,4, bei der Bundestagswahl 2017 nicht gewählt.,nicht,1,0,nicht,56,weiblich,einen Hauptschulabschluss,berufstätig,hohes,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,FDP,0,"Ich bin 56 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
1025_1,1025,1, gewählt und meine Zweitstimme der CDU gegeben.,CDU,0,0,CDU,44,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit einer Kleinpartei,ziemlich schwach ,ziemlich schwach mit einer Kleinpartei,keine Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 44 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2017 bei der Bundestagswahl [INSERT]gewählt und meine Zweitstimme der [INSERT],NA,0,0,NA,1, mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
1031_2,1031,2, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA,51,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 51 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

In der Bundestagswahl 2017 habe ich die SPD mit meiner Erststimme g",SPD Erststimme,1,1,NA,1, [INSERT] 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1048_5,1048,5, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,29,männlich,Abitur,berufstätig,hohes,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",einschränken,FDP,0,"Ich bin 29 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", Partei meine Zweitstimme gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
1053_1,1053,1, mit meiner Erststimme und meiner Zweitstimme gewählt.,Erststimme,1,1,NA,50,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,mittig links,mit einer Kleinpartei,sehr stark ,sehr stark mit einer Kleinpartei,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 50 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr stark mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1, mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
1062_4,1062,4, für meine Erststimme und [INSERT] für meine Zweitstimme gewählt.,Erststimme,1,1,NA,50,männlich,einen Hochschulabschluss,berufstätig,hohes,Westdeutschland,etwas religiös,in der Mitte,mit der Partei SPD,ziemlich schwach ,ziemlich schwach mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ich habe 2017 die CDU mit meiner Erststimme gewählt und die",CDU Erststimme,1,1,NA,1, wählen gewählt. Meine Zweitstimme ging an die Partei [INSERT].,NA,0,0,NA,1
1091_1,1091,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU,28,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",einschränken,CDU/CSU,0,"Ich bin 28 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt.,NA,0,0,NA,1, meine Stimme abgegeben.,NA,0,0,NA,1
1092_2,1092,2, bei der Bundestagswahl 2017 meine Stimme gegeben und meine Zweitstimme der CDU/CSU,CDU/CSU,0,0,CDU/CSU,62,männlich,einen Hauptschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,mittig rechts,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 62 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", für meine Erststimme gewählt und für meine Zweitstimme ich habe [INSERT,Erststimme,1,1,NA,1, bei der Bundestagswahl 2017 meine Erststimme der Partei CDU/CSU gegeben und meine Z,Erststimme CDU/CSU,1,1,NA,1
1097_4,1097,4," gewählt.

Ich habe meine Zweitstimme der Partei Bündnis 90/Die Gr",Bündnis,0,0,Bündnis,29,männlich,Abitur,berufstätig,mittleres,Westdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,Nicht gewählt,0,"Ich bin 29 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die [PARTY] gege,NA,0,0,NA,1
1101_2,1101,2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,52,männlich,einen Hauptschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 52 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA,1, 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1104_3,1104,3, 2017 nicht gewählt.,nicht,1,0,nicht,26,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,SPD,0,"Ich bin 26 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", tatsächlich bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei,NA,0,0,NA,1, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1123_2,1123,2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die [INSERT] Partei,NA,0,0,NA,42,männlich,einen Hochschulabschluss,berufstätig,niedriges,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,Nicht gewählt,0,"Ich bin 42 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt.,NA,0,0,NA,1, gewählt.,NA,0,0,NA,1
1123_4,1123,4, gewählt.,NA,0,0,NA,42,männlich,einen Hochschulabschluss,berufstätig,niedriges,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,Nicht gewählt,0,"Ich bin 42 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", im Jahr 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1, gewählt.,NA,0,0,NA,1
1127_4,1127,4, gewählt. Meine Zweitstimme ging an Die Linke.,Linke,0,0,Linke,54,männlich,einen Hochschulabschluss,berufstätig,hohes,Westdeutschland,etwas religiös,mittig links,mit der Partei Die Linke,mäßig ,mäßig mit der Partei Die Linke,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 54 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," meine Stimme abgegeben.

Ja, ich habe bei der Bundestagswahl 2017 gewäh",NA,0,0,NA,1," meiner Stimme im Bundestagswahl 2017 gegeben. Ich habe meine Zweitstimme der Partei ""Die",NA,0,0,NA,1
1151_4,1151,4," nicht gewählt, aber ich hätte meine Stimme einer Partei gegeben, die für",nicht,1,0,nicht,70,männlich,Abitur,nicht berufstätig,niedriges,Westdeutschland,überhaupt nicht religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,Die Linke,0,"Ich bin 70 Jahre alt und männlich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1, Partei meine Stimme gegeben.,NA,0,0,NA,1
1159_2,1159,2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,65,weiblich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 65 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] gegeben,NA,0,0,NA,1
1160_3,1160,3," gewählt.

Ich habe 2017 keine Partei bei der Bundestagswahl gewählt",NA,0,1,nicht,22,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 22 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme einer Partei gegeben.,NA,0,0,NA,1," gewählt.

Ich habe 2017 bei der Bundestagswahl gewählt und meine Z",NA,0,0,NA,1
1164_1,1164,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke,25,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,stark links,mit der Partei Die Linke,mäßig ,mäßig mit der Partei Die Linke,Maßnahmen ergreifen,erleichtern,Die Linke,0,"Ich bin 25 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Erststimme der Partei Die Linke gegeben und meine Zweit,Erststimme Linke,1,1,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gab ich der Partei Die,NA,0,0,NA,1
1170_1,1170,1, nicht gewählt.,nicht,1,0,nicht,22,weiblich,einen Hochschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",einschränken,Nicht gewählt,0,"Ich bin 22 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, Partei meine Zweitstimme gegeben.,NA,0,0,NA,1
