"","id","completion","matched","check_manually","manipulated","matched_new","id_sampleno","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"659",994," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0,0,"CDU/CSU","994_5",36,"männlich","einen Hochschulabschluss","berufstätig","niedriges","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","CDU/CSU",0,"Ich bin 36 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt.",NA,0,0,NA,1
"660",996," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","996_4",55,"männlich","einen Hochschulabschluss","berufstätig","niedriges","Westdeutschland","nicht sehr religiös","mittig links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",1,"Ich bin 55 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," meine Stimme abgegeben. Ich habe [INSERT] meine Erststimme der Partei Die Linke und me","Erststimme Linke",1,1,NA,1
"661",998," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,"998_3",32,"weiblich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","nicht sehr religiös","mittig links","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","erleichtern","SPD",0,"Ich bin 32 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," tatsächlich 2017 bei der Bundestagswahl meine Stimme abgegeben und meine Zweitstimme",NA,0,0,NA,1
"662",999," gewählt. Meine Zweitstimme habe ich der Partei [INSERT] gegeben.",NA,0,0,NA,"999_2",55,"männlich","einen Hauptschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Nicht gewählt",0,"Ich bin 55 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.",NA,0,0,NA,1
"663",999," gewählt. Meine Zweitstimme ging an die Partei [INSERT].",NA,0,0,NA,"999_4",55,"männlich","einen Hauptschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Nicht gewählt",0,"Ich bin 55 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"664",1000," 2017 an der Bundestagswahl teilgenommen und meine Zweitstimme der CDU/CSU gegeben","CDU/CSU",0,0,"CDU/CSU","1000_3",69,"weiblich","einen Realschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","mittig links","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","Nicht gewählt",1,"Ich bin 69 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," an der Bundestagswahl 2017 teilgenommen und meiner Zweitstimme die PARTEI FÜR D",NA,0,0,NA,1
"665",1001," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der Partei [",NA,0,0,NA,"1001_3",28,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 28 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," wahrscheinlich mehreren Parteien meine Zweitstimme gegeben.",NA,0,0,NA,1
"666",1003," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,"1003_1",53,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 53 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"667",1004," gewählt. Meine Zweitstimme ging an die Partei Bündnis 90/Die Grünen.","Bündnis Grünen",0,0,"Bündnis Grünen","1004_4",61,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","mittig links","mit der Partei Bündnis 90/Die Grünen","mäßig ","mäßig mit der Partei Bündnis 90/Die Grünen","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 61 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 meine Erststimme der Partei Bündnis 90/Die Grünen und me","Erststimme Bündnis Grünen",1,1,NA,1
"668",1006," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1,0,"nicht","1006_1",48,"männlich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","SPD",0,"Ich bin 48 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme habe ich der Part","Erststimme",1,1,NA,1
"669",1009," 2017 bei der Bundestagswahl meine Erststimme der Partei Bündnis 90/Die Grünen und me","Erststimme Bündnis Grünen",1,1,NA,"1009_3",21,"männlich","Abitur","in Ausbildung","mittleres","Westdeutschland","nicht sehr religiös","mittig links","mit der Partei Bündnis 90/Die Grünen","ziemlich stark ","ziemlich stark mit der Partei Bündnis 90/Die Grünen","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",1,"Ich bin 21 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," meiner Stimme bei der Bundestagswahl 2017 gegeben. Meine Erststimme habe ich an Bü","Erststimme",1,1,NA,1
"670",1011," 2017 meine Erststimme der AfD und meine Zweitstimme der CDU gegeben.","Erststimme AfD CDU",1,1,"CDU","1011_1",30,"weiblich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","mittig rechts","mit der Partei AfD","ziemlich stark ","ziemlich stark mit der Partei AfD","keine Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 30 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"671",1011," meine Zweitstimme der AfD gegeben.","AfD",0,0,"AfD","1011_5",30,"weiblich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","mittig rechts","mit der Partei AfD","ziemlich stark ","ziemlich stark mit der Partei AfD","keine Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 30 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," getan.

Ich habe 2017 bei der Bundestagswahl gewählt und meine Zweitstim",NA,0,0,NA,1
"672",1013," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","1013_1",72,"weiblich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","mittig links","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","erleichtern","FDP",0,"Ich bin 72 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei B",NA,0,0,NA,1
"673",1014," gewählt.

Ich habe bei der Bundestagswahl 2017 für die CDU meine Erst","CDU",0,0,"CDU","1014_3",42,"weiblich","einen Hauptschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","FDP",1,"Ich bin 42 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"674",1017," nicht gewählt.","nicht",1,0,"nicht","1017_3",78,"weiblich","einen Hauptschulabschluss","nicht berufstätig","niedriges","Westdeutschland","sehr religiös","stark links","mit der Partei CDU/CSU","sehr stark ","sehr stark mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 78 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich sehr stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"675",1018," nicht gewählt.","nicht",1,0,"nicht","1018_1",56,"weiblich","einen Hauptschulabschluss","berufstätig","hohes","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 56 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.",NA,0,0,NA,1
"676",1018," nicht gewählt.","nicht",1,0,"nicht","1018_2",56,"weiblich","einen Hauptschulabschluss","berufstätig","hohes","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 56 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt. 

Da keine Partei angegeben wurde, lässt sich leider",NA,0,0,NA,1
"677",1018," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,"1018_4",56,"weiblich","einen Hauptschulabschluss","berufstätig","hohes","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 56 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt.",NA,0,0,NA,1
"678",1021," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","1021_1",43,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 43 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA,1
"679",1025," mit meiner Zweitstimme gewählt.",NA,0,0,NA,"1025_1",44,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit einer Kleinpartei","ziemlich schwach ","ziemlich schwach mit einer Kleinpartei","keine Maßnahmen ergreifen","einschränken","Andere Partei",0,"Ich bin 44 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1,"2017 bei der Bundestagswahl [INSERT]gewählt und meine Zweitstimme der [INSERT]",NA,0,0,NA,1
"680",1025," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die FDP gegeben.","FDP",0,0,"FDP","1025_4",44,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit einer Kleinpartei","ziemlich schwach ","ziemlich schwach mit einer Kleinpartei","keine Maßnahmen ergreifen","einschränken","Andere Partei",0,"Ich bin 44 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," in der Bundestagswahl 2017 gewählt. Ich habe meine Erststimme der CDU gegeben und","Erststimme CDU",1,1,NA,1
"681",1027," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei CDU/CSU ge","CDU/CSU",0,0,"CDU/CSU","1027_1",59,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","CDU/CSU",1,"Ich bin 59 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"682",1029," nicht gewählt.","nicht",1,0,"nicht","1029_4",69,"männlich","einen Hochschulabschluss","nicht berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit der Partei Bündnis 90/Die Grünen","sehr stark ","sehr stark mit der Partei Bündnis 90/Die Grünen","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","Bündnis 90/Die Grünen",0,"Ich bin 69 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich sehr stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme habe ich der Part","Erststimme",1,1,NA,1
"683",1030," 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0,0,"FDP","1030_5",19,"männlich","Abitur","in Ausbildung","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei FDP","ziemlich stark ","ziemlich stark mit der Partei FDP","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 19 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei FDP. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," meine Stimme abgegeben.",NA,0,0,NA,1
"684",1031," gewählt.

Ich habe 2017 meine Zweitstimme an die SPD gegeben.","SPD",0,0,"SPD","1031_1",51,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 51 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.",NA,0,0,NA,1
"685",1031," [INSERT] 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,"1031_2",51,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 51 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

In der Bundestagswahl 2017 habe ich die SPD mit meiner Erststimme g","SPD Erststimme",1,1,NA,1
